,Organisation,Country,ISO Code,Vehicle_Name,Launch_date,Launch_Month,Launch_Year,Rocket_Status,Price,Mission_Status,Decade
1221,AEB,Brazil,BRA,VLS-1 ,11-12-1999,Dec,1999,StatusActive,62,Failure,1990
1222,Arianespace,France,FRA,Ariane 5 G ,10-12-1999,Dec,1999,StatusRetired,200,Success,1990
1223,Northrop,USA,USA,Pegasus XL/HAPS ,04-12-1999,Dec,1999,StatusActive,40,Success,1990
1224,Arianespace,France,FRA,Ariane 40 ,03-12-1999,Dec,1999,StatusRetired,200,Success,1990
1225,Lockheed,USA,USA,Atlas IIA ,23-11-1999,Nov,1999,StatusRetired,35,Success,1990
1226,CASC,China,CHN,Long March 2F ,19-11-1999,Nov,1999,StatusActive,30.8,Success,1990
1227,MHI,Japan,JPN,H-IIS ,15-11-1999,Nov,1999,StatusRetired,90,Failure,1990
1228,Arianespace,France,FRA,Ariane 44LP ,13-11-1999,Nov,1999,StatusRetired,200,Success,1990
1229,Arianespace,France,FRA,Ariane 44LP ,19-10-1999,Oct,1999,StatusRetired,200,Success,1990
1230,CASC,China,CHN,Long March 4B ,14-10-1999,Oct,1999,StatusActive,64.68,Success,1990
1231,Sea Launch,Pacific Ocean,#N/A,Zenit-3 SL ,10-10-1999,Oct,1999,StatusActive,62,Success,1990
1232,Arianespace,France,FRA,Ariane 44LP ,25-09-1999,Sep,1999,StatusRetired,200,Success,1990
1233,Lockheed,USA,USA,Athena II ,24-09-1999,Sep,1999,StatusRetired,35,Success,1990
1234,ILS,USA,USA,Atlas IIAS ,23-09-1999,Sep,1999,StatusRetired,109,Success,1990
1235,Arianespace,France,FRA,Ariane 42P ,04-09-1999,Sep,1999,StatusRetired,200,Success,1990
1236,VKS RF,Russia,RUS,Cosmos-3M (11K65M) ,26-08-1999,Aug,1999,StatusRetired,41.8,Success,1990
1237,Boeing,USA,USA,Delta II 7420-10C ,17-08-1999,Aug,1999,StatusRetired,164,Success,1990
1238,Arianespace,France,FRA,Ariane 42P ,12-08-1999,Aug,1999,StatusRetired,200,Success,1990
1239,Boeing,USA,USA,Delta II 7925 ,07-08-1999,Aug,1999,StatusRetired,164,Success,1990
1240,Boeing,USA,USA,Delta II 7420-10C ,25-07-1999,Jul,1999,StatusRetired,164,Success,1990
1241,NASA,USA,USA,Space Shuttle Columbia ,23-07-1999,Jul,1999,StatusRetired,450,Success,1990
1242,VKS RF,Kazakhstan,KAZ,Zenit-2 ,17-07-1999,Jul,1999,StatusRetired,41.8,Success,1990
1243,Boeing,USA,USA,Delta II 7420-10C ,10-07-1999,Jul,1999,StatusRetired,164,Success,1990
1244,VKS RF,Russia,RUS,Molniya-M /Block ML ,08-07-1999,Jul,1999,StatusRetired,41.8,Success,1990
1245,Boeing,USA,USA,Delta II 7320-10C ,24-06-1999,Jun,1999,StatusRetired,164,Success,1990
1246,Lockheed,USA,USA,Titan II(23)G ,20-06-1999,Jun,1999,StatusRetired,35,Success,1990
1247,CASC,China,CHN,Long March 2C ,11-06-1999,Jun,1999,StatusActive,30.8,Success,1990
1248,Boeing,USA,USA,Delta II 7420-10C ,10-06-1999,Jun,1999,StatusRetired,164,Success,1990
1249,ISRO,India,IND,PSLV-G ,29-05-1999,May,1999,StatusRetired,25,Success,1990
1250,NASA,USA,USA,Space Shuttle Discovery ,27-05-1999,May,1999,StatusRetired,450,Success,1990
1251,Lockheed,USA,USA,Titan IV(404)B ,22-05-1999,May,1999,StatusRetired,35,Success,1990
1252,Northrop,USA,USA,Pegasus XL/HAPS ,18-05-1999,May,1999,StatusActive,40,Success,1990
1253,CASC,China,CHN,Long March 4B ,10-05-1999,May,1999,StatusActive,64.68,Success,1990
1254,Boeing,USA,USA,Delta III 8930 ,05-05-1999,May,1999,StatusRetired,164,Failure,1990
1255,Lockheed,USA,USA,Titan IV(401)B ,30-04-1999,Apr,1999,StatusRetired,35,Failure,1990
1256,VKS RF,Russia,RUS,Cosmos-3M (11K65M) ,28-04-1999,Apr,1999,StatusRetired,41.8,Success,1990
1257,Lockheed,USA,USA,Athena II ,27-04-1999,Apr,1999,StatusRetired,35,Failure,1990
1258,Kosmotras,Kazakhstan,KAZ,Dnepr ,21-04-1999,Apr,1999,StatusRetired,29,Success,1990
1259,Boeing,USA,USA,Delta II 7920-10 ,15-04-1999,Apr,1999,StatusRetired,164,Success,1990
1260,ILS,USA,USA,Atlas IIAS ,12-04-1999,Apr,1999,StatusRetired,109,Success,1990
1261,Lockheed,USA,USA,Titan IV(402)B ,09-04-1999,Apr,1999,StatusRetired,35,Failure,1990
1262,Arianespace,France,FRA,Ariane 42P ,02-04-1999,Apr,1999,StatusRetired,200,Success,1990
1263,Sea Launch,Pacific Ocean,#N/A,Zenit-3 SL ,28-03-1999,Mar,1999,StatusActive,62,Success,1990
1264,Northrop,USA,USA,Pegasus XL ,05-03-1999,Mar,1999,StatusActive,40,Success,1990
1265,Arianespace,France,FRA,Ariane 44L ,26-02-1999,Feb,1999,StatusRetired,200,Success,1990
1266,Boeing,USA,USA,Delta II 7920-10 ,23-02-1999,Feb,1999,StatusRetired,164,Success,1990
1267,ILS,USA,USA,Atlas IIAS ,16-02-1999,Feb,1999,StatusRetired,109,Success,1990
1268,Boeing,USA,USA,Delta II 7426 ,07-02-1999,Feb,1999,StatusRetired,164,Success,1990
1269,Lockheed,USA,USA,Athena I ,27-01-1999,Jan,1999,StatusRetired,35,Success,1990
1270,Boeing,USA,USA,Delta II 7425 ,03-01-1999,Jan,1999,StatusRetired,164,Success,1990
1271,VKS RF,Russia,RUS,Cosmos-3M (11K65M) ,24-12-1998,Dec,1998,StatusRetired,41.8,Success,1990
1272,Arianespace,France,FRA,Ariane 42L ,22-12-1998,Dec,1998,StatusRetired,200,Success,1990
1273,CASC,China,CHN,Long March 2C ,19-12-1998,Dec,1998,StatusActive,30.8,Success,1990
1274,Boeing,USA,USA,Delta II 7425 ,11-12-1998,Dec,1998,StatusRetired,164,Success,1990
1275,VKS RF,Russia,RUS,Cosmos-3M (11K65M) ,10-12-1998,Dec,1998,StatusRetired,41.8,Success,1990
1276,Northrop,USA,USA,Pegasus XL ,06-12-1998,Dec,1998,StatusActive,40,Success,1990
1277,Arianespace,France,FRA,Ariane 42L ,06-12-1998,Dec,1998,StatusRetired,200,Success,1990
1278,NASA,USA,USA,Space Shuttle Endeavour ,04-12-1998,Dec,1998,StatusRetired,450,Success,1990
1279,Boeing,USA,USA,Delta II 7925 ,22-11-1998,Nov,1998,StatusRetired,164,Success,1990
1280,Boeing,USA,USA,Delta II 7920-10C ,06-11-1998,Nov,1998,StatusRetired,164,Success,1990
1281,NASA,USA,USA,Space Shuttle Discovery ,29-10-1998,Oct,1998,StatusRetired,450,Success,1990
1282,Arianespace,France,FRA,Ariane 44L ,28-10-1998,Oct,1998,StatusRetired,200,Success,1990
1283,Northrop,USA,USA,Pegasus ,22-10-1998,Oct,1998,StatusRetired,40,Success,1990
1284,ESA,France,FRA,Ariane 5 G ,21-10-1998,Oct,1998,StatusRetired,37,Success,1990
1285,Lockheed,USA,USA,Atlas IIA ,20-10-1998,Oct,1998,StatusRetired,35,Success,1990
1286,ILS,USA,USA,Atlas IIA ,09-10-1998,Oct,1998,StatusRetired,109,Success,1990
1287,Arianespace,France,FRA,Ariane 44L ,05-10-1998,Oct,1998,StatusRetired,200,Success,1990
1288,Northrop,USA,USA,Minotaur C (Taurus) ,03-10-1998,Oct,1998,StatusActive,45,Success,1990
1289,VKS RF,Russia,RUS,Molniya-M /Block ML ,28-09-1998,Sep,1998,StatusRetired,41.8,Success,1990
1290,Northrop,USA,USA,Pegasus XL/HAPS ,23-09-1998,Sep,1998,StatusActive,40,Success,1990
1291,Arianespace,France,FRA,Ariane 44LP ,16-09-1998,Sep,1998,StatusRetired,200,Success,1990
1292,VKS RF,Kazakhstan,KAZ,Zenit-2 ,09-09-1998,Sep,1998,StatusRetired,41.8,Failure,1990
1293,Boeing,USA,USA,Delta II 7920-10C ,08-09-1998,Sep,1998,StatusRetired,164,Success,1990
1294,KCST,North Korea,PRK,Taepodong-1 ,31-08-1998,Aug,1998,StatusRetired,62,Failure,1990
1295,Boeing,USA,USA,Delta III 8930 ,27-08-1998,Aug,1998,StatusRetired,164,Failure,1990
1296,Arianespace,France,FRA,Ariane 44P ,25-08-1998,Aug,1998,StatusRetired,200,Success,1990
1297,Boeing,USA,USA,Delta II 7920-10C ,24-08-1998,Aug,1998,StatusRetired,164,Success,1990
1298,CASC,China,CHN,Long March 2C ,19-08-1998,Aug,1998,StatusActive,30.8,Success,1990
1299,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,12-08-1998,Aug,1998,StatusRetired,5000,Success,1990
1300,Lockheed,USA,USA,Titan IV(401)A ,12-08-1998,Aug,1998,StatusRetired,35,Failure,1990
1301,Northrop,USA,USA,Pegasus XL/HAPS ,02-08-1998,Aug,1998,StatusActive,40,Success,1990
1302,VKS RF,Kazakhstan,KAZ,Zenit-2 ,28-07-1998,Jul,1998,StatusRetired,41.8,Success,1990
1303,VKS RF,Kazakhstan,KAZ,Zenit-2 ,10-07-1998,Jul,1998,StatusRetired,41.8,Success,1990
1304,SRC,Barents Sea,RUS,Shtil' ,07-07-1998,Jul,1998,StatusRetired,62,Success,1990
1305,ISAS,Japan,JPN,Mu-V / M-24 ,03-07-1998,Jul,1998,StatusRetired,62,Success,1990
1306,VKS RF,Russia,RUS,Molniya-M /Block ML ,01-07-1998,Jul,1998,StatusRetired,41.8,Success,1990
1307,ILS,USA,USA,Atlas IIAS ,18-06-1998,Jun,1998,StatusRetired,109,Success,1990
1308,CASC,China,CHN,Long March 3B ,18-06-1998,Jun,1998,StatusActive,30.8,Success,1990
1309,VKS RF,Russia,RUS,Tsyklon-3 ,15-06-1998,Jun,1998,StatusRetired,41.8,Partial Failure,1990
1310,Boeing,USA,USA,Delta II 7925 ,10-06-1998,Jun,1998,StatusRetired,164,Success,1990
1311,NASA,USA,USA,Space Shuttle Discovery ,02-06-1998,Jun,1998,StatusRetired,450,Success,1990
1312,CASC,China,CHN,Long March 3B ,30-05-1998,May,1998,StatusActive,30.8,Success,1990
1313,Boeing,USA,USA,Delta II 7920-10C ,17-05-1998,May,1998,StatusRetired,164,Success,1990
1314,Lockheed,USA,USA,Titan II(23)G ,13-05-1998,May,1998,StatusRetired,35,Success,1990
1315,Lockheed,USA,USA,Titan IV(401)B ,09-05-1998,May,1998,StatusRetired,35,Success,1990
1316,VKS RF,Russia,RUS,Molniya-M /Block 2BL ,07-05-1998,May,1998,StatusRetired,41.8,Success,1990
1317,CASC,China,CHN,Long March 2C ,02-05-1998,May,1998,StatusActive,30.8,Success,1990
1318,Arianespace,France,FRA,Ariane 44P ,28-04-1998,Apr,1998,StatusRetired,200,Success,1990
1319,Boeing,USA,USA,Delta II 7920-10C ,24-04-1998,Apr,1998,StatusRetired,164,Success,1990
1320,NASA,USA,USA,Space Shuttle Columbia ,17-04-1998,Apr,1998,StatusRetired,450,Success,1990
1321,Northrop,USA,USA,Pegasus XL ,02-04-1998,Apr,1998,StatusActive,40,Success,1990
1322,Boeing,USA,USA,Delta II 7920-10C ,30-03-1998,Mar,1998,StatusRetired,164,Success,1990
1323,CASC,China,CHN,Long March 2C ,25-03-1998,Mar,1998,StatusActive,30.8,Success,1990
1324,Arianespace,France,FRA,Ariane 40 ,24-03-1998,Mar,1998,StatusRetired,200,Success,1990
1325,Lockheed,USA,USA,Atlas II ,16-03-1998,Mar,1998,StatusRetired,35,Success,1990
1326,ILS,USA,USA,Atlas IIAS ,28-02-1998,Feb,1998,StatusRetired,109,Success,1990
1327,Arianespace,France,FRA,Ariane 42P ,27-02-1998,Feb,1998,StatusRetired,200,Success,1990
1328,Northrop,USA,USA,Pegasus XL ,26-02-1998,Feb,1998,StatusActive,40,Success,1990
1329,MHI,Japan,JPN,H-II ,21-02-1998,Feb,1998,StatusRetired,90,Partial Failure,1990
1330,Boeing,USA,USA,Delta II 7920-10C ,18-02-1998,Feb,1998,StatusRetired,164,Success,1990
1331,Boeing,USA,USA,Delta II 7420-10C ,14-02-1998,Feb,1998,StatusRetired,164,Success,1990
1332,Northrop,USA,USA,Minotaur C (Taurus) ,10-02-1998,Feb,1998,StatusActive,45,Success,1990
1333,Arianespace,France,FRA,Ariane 44LP ,04-02-1998,Feb,1998,StatusRetired,200,Success,1990
1334,Lockheed,USA,USA,Atlas IIA ,29-01-1998,Jan,1998,StatusRetired,35,Success,1990
1335,IAI,Israel,ISR,Shavit ,22-01-1998,Jan,1998,StatusRetired,62,Failure,1990
1336,NASA,USA,USA,Space Shuttle Endeavour ,22-01-1998,Jan,1998,StatusRetired,450,Success,1990
1337,Boeing,USA,USA,Delta II 7925 ,10-01-1998,Jan,1998,StatusRetired,164,Success,1990
1338,Lockheed,USA,USA,Athena II ,07-01-1998,Jan,1998,StatusRetired,35,Success,1990
1339,ILS,Kazakhstan,KAZ,Proton K/Block DM-3 ,24-12-1997,Dec,1997,StatusRetired,109,Partial Failure,1990
1340,MITT,Russia,RUS,Start-1 ,24-12-1997,Dec,1997,StatusActive,62,Success,1990
1341,Northrop,USA,USA,Pegasus XL/HAPS ,23-12-1997,Dec,1997,StatusActive,40,Success,1990
1342,Arianespace,France,FRA,Ariane 42L ,22-12-1997,Dec,1997,StatusRetired,200,Success,1990
1343,Boeing,USA,USA,Delta II 7920-10C ,20-12-1997,Dec,1997,StatusRetired,164,Success,1990
1344,Arianespace,France,FRA,Ariane 44L ,12-12-1997,Dec,1997,StatusRetired,200,Success,1990
1345,VKS RF,Kazakhstan,KAZ,Tsyklon-2 ,09-12-1997,Dec,1997,StatusRetired,41.8,Success,1990
1346,ILS,USA,USA,Atlas IIAS ,08-12-1997,Dec,1997,StatusRetired,109,Success,1990
1347,CASC,China,CHN,Long March 2C ,08-12-1997,Dec,1997,StatusActive,30.8,Success,1990
1348,Arianespace,France,FRA,Ariane 44P ,02-12-1997,Dec,1997,StatusRetired,200,Success,1990
1349,MHI,Japan,JPN,H-II ,27-11-1997,Nov,1997,StatusRetired,90,Success,1990
1350,NASA,USA,USA,Space Shuttle Columbia ,19-11-1997,Nov,1997,StatusRetired,450,Success,1990
1351,Boeing,USA,USA,Delta II 7920-10C ,09-11-1997,Nov,1997,StatusRetired,164,Success,1990
1352,Lockheed,USA,USA,Titan IV(401)A ,08-11-1997,Nov,1997,StatusRetired,35,Success,1990
1353,Boeing,USA,USA,Delta II 7925 ,06-11-1997,Nov,1997,StatusRetired,164,Success,1990
1354,AEB,Brazil,BRA,VLS-1 ,02-11-1997,Nov,1997,StatusActive,62,Failure,1990
1355,ESA,France,FRA,Ariane 5 G ,30-10-1997,Oct,1997,StatusRetired,37,Partial Failure,1990
1356,Lockheed,USA,USA,Atlas IIA ,25-10-1997,Oct,1997,StatusRetired,35,Success,1990
1357,Lockheed,USA,USA,Titan IV(403)A ,24-10-1997,Oct,1997,StatusRetired,35,Success,1990
1358,Northrop,USA,USA,Pegasus XL ,22-10-1997,Oct,1997,StatusActive,40,Success,1990
1359,CASC,China,CHN,Long March 3B ,16-10-1997,Oct,1997,StatusActive,30.8,Success,1990
1360,Lockheed,USA,USA,Titan IV(401)B ,15-10-1997,Oct,1997,StatusRetired,35,Success,1990
1361,ILS,USA,USA,Atlas IIAS ,05-10-1997,Oct,1997,StatusRetired,109,Success,1990
1362,ISRO,India,IND,PSLV-G ,29-09-1997,Sep,1997,StatusRetired,25,Partial Failure,1990
1363,Boeing,USA,USA,Delta II 7920-10C ,27-09-1997,Sep,1997,StatusRetired,164,Success,1990
1364,NASA,USA,USA,Space Shuttle Atlantis ,25-09-1997,Sep,1997,StatusRetired,450,Success,1990
1365,VKS RF,Russia,RUS,Molniya-M /Block ML ,24-09-1997,Sep,1997,StatusRetired,41.8,Success,1990
1366,Arianespace,France,FRA,Ariane 44LP ,23-09-1997,Sep,1997,StatusRetired,200,Success,1990
1367,VKS RF,Russia,RUS,Cosmos-3M (11K65M) ,23-09-1997,Sep,1997,StatusRetired,41.8,Success,1990
1368,ILS,USA,USA,Atlas IIAS ,04-09-1997,Sep,1997,StatusRetired,109,Success,1990
1369,Arianespace,France,FRA,Ariane 44LP ,02-09-1997,Sep,1997,StatusRetired,200,Success,1990
1370,CASC,China,CHN,Long March 2C ,01-09-1997,Sep,1997,StatusActive,30.8,Success,1990
1371,Northrop,USA,USA,Pegasus XL ,29-08-1997,Aug,1997,StatusActive,40,Success,1990
1372,Boeing,USA,USA,Delta II 7920-8 ,25-08-1997,Aug,1997,StatusRetired,164,Success,1990
1373,Lockheed,USA,USA,Athena I ,23-08-1997,Aug,1997,StatusRetired,35,Success,1990
1374,Boeing,USA,USA,Delta II 7920-10C ,21-08-1997,Aug,1997,StatusRetired,164,Success,1990
1375,CASC,China,CHN,Long March 3B ,19-08-1997,Aug,1997,StatusActive,30.8,Success,1990
1376,Arianespace,France,FRA,Ariane 44P ,08-08-1997,Aug,1997,StatusRetired,200,Success,1990
1377,NASA,USA,USA,Space Shuttle Discovery ,07-08-1997,Aug,1997,StatusRetired,450,Success,1990
1378,Northrop,Spain,ESP,Pegasus XL ,01-08-1997,Aug,1997,StatusActive,40,Success,1990
1379,ILS,USA,USA,Atlas IIAS ,28-07-1997,Jul,1997,StatusRetired,109,Success,1990
1380,Boeing,USA,USA,Delta II 7925 ,23-07-1997,Jul,1997,StatusRetired,164,Success,1990
1381,Boeing,USA,USA,Delta II 7920-10C ,09-07-1997,Jul,1997,StatusRetired,164,Success,1990
1382,NASA,USA,USA,Space Shuttle Columbia ,01-07-1997,Jul,1997,StatusRetired,450,Success,1990
1383,Arianespace,France,FRA,Ariane 44P ,25-06-1997,Jun,1997,StatusRetired,200,Success,1990
1384,CASC,China,CHN,Long March 3 ,10-06-1997,Jun,1997,StatusRetired,30.8,Success,1990
1385,Arianespace,France,FRA,Ariane 44L ,03-06-1997,Jun,1997,StatusRetired,200,Success,1990
1386,Boeing,USA,USA,Delta II 7925 ,20-05-1997,May,1997,StatusRetired,164,Success,1990
1387,VKS RF,Kazakhstan,KAZ,Zenit-2 ,20-05-1997,May,1997,StatusRetired,41.8,Failure,1990
1388,NASA,USA,USA,Space Shuttle Atlantis ,15-05-1997,May,1997,StatusRetired,450,Success,1990
1389,VKS RF,Russia,RUS,Molniya-M /Block 2BL ,14-05-1997,May,1997,StatusRetired,41.8,Success,1990
1390,CASC,China,CHN,Long March 3A ,11-05-1997,May,1997,StatusActive,69.7,Success,1990
1391,Boeing,USA,USA,Delta II 7920-10C ,05-05-1997,May,1997,StatusRetired,164,Success,1990
1392,Lockheed,USA,USA,Atlas I ,25-04-1997,Apr,1997,StatusRetired,35,Success,1990
1393,Northrop,Spain,ESP,Pegasus XL ,21-04-1997,Apr,1997,StatusActive,40,Success,1990
1394,VKS RF,Russia,RUS,Cosmos-3M (11K65M) ,17-04-1997,Apr,1997,StatusRetired,41.8,Success,1990
1395,Arianespace,France,FRA,Ariane 44LP ,16-04-1997,Apr,1997,StatusRetired,200,Success,1990
1396,NASA,USA,USA,Space Shuttle Columbia ,04-04-1997,Apr,1997,StatusRetired,450,Success,1990
1397,Lockheed,USA,USA,Titan II(23)G ,04-04-1997,Apr,1997,StatusRetired,35,Success,1990
1398,ILS,USA,USA,Atlas IIA ,08-03-1997,Mar,1997,StatusRetired,109,Success,1990
1399,MITT,Russia,RUS,Start-1 ,04-03-1997,Mar,1997,StatusActive,62,Success,1990
1400,Arianespace,France,FRA,Ariane 44P ,01-03-1997,Mar,1997,StatusRetired,200,Success,1990
1401,Lockheed,USA,USA,Titan IV(402)B ,23-02-1997,Feb,1997,StatusRetired,35,Success,1990
1402,ILS,USA,USA,Atlas IIAS ,17-02-1997,Feb,1997,StatusRetired,109,Success,1990
1403,VKS RF,Russia,RUS,Tsyklon-3 ,14-02-1997,Feb,1997,StatusRetired,41.8,Success,1990
1404,ISAS,Japan,JPN,Mu-V / M-24 ,12-02-1997,Feb,1997,StatusRetired,62,Success,1990
1405,NASA,USA,USA,Space Shuttle Discovery ,11-02-1997,Feb,1997,StatusRetired,450,Success,1990
1406,Arianespace,France,FRA,Ariane 44L ,30-01-1997,Jan,1997,StatusRetired,200,Success,1990
1407,Boeing,USA,USA,Delta II 7925 ,17-01-1997,Jan,1997,StatusRetired,164,Failure,1990
1408,NASA,USA,USA,Space Shuttle Atlantis ,12-01-1997,Jan,1997,StatusRetired,450,Success,1990
1409,Lockheed,USA,USA,Titan IV(404)A ,20-12-1996,Dec,1996,StatusRetired,35,Success,1990
1410,VKS RF,Russia,RUS,Cosmos-3M (11K65M) ,20-12-1996,Dec,1996,StatusRetired,41.8,Success,1990
1411,ILS,USA,USA,Atlas IIA ,18-12-1996,Dec,1996,StatusRetired,109,Success,1990
1412,VKS RF,Kazakhstan,KAZ,Tsyklon-2 ,11-12-1996,Dec,1996,StatusRetired,41.8,Success,1990
1413,NASA,USA,USA,Space Shuttle Columbia ,07-12-1996,Dec,1996,StatusRetired,450,Success,1990
1414,Boeing,USA,USA,Delta II 7925 ,04-12-1996,Dec,1996,StatusRetired,164,Success,1990
1415,ILS,USA,USA,Atlas IIA ,21-11-1996,Nov,1996,StatusRetired,109,Success,1990
1416,Arianespace,France,FRA,Ariane 44L ,13-11-1996,Nov,1996,StatusRetired,200,Success,1990
1417,Boeing,USA,USA,Delta II 7925 ,07-11-1996,Nov,1996,StatusRetired,164,Success,1990
1418,Northrop,USA,USA,Pegasus XL ,04-11-1996,Nov,1996,StatusActive,40,Failure,1990
1419,VKS RF,Russia,RUS,Molniya-M /Block ML ,24-10-1996,Oct,1996,StatusRetired,41.8,Success,1990
1420,CASC,China,CHN,Long March 2D ,20-10-1996,Oct,1996,StatusActive,29.75,Success,1990
1421,NASA,USA,USA,Space Shuttle Atlantis ,16-09-1996,Sep,1996,StatusRetired,450,Success,1990
1422,Boeing,USA,USA,Delta II 7925 ,12-09-1996,Sep,1996,StatusRetired,164,Success,1990
1423,Arianespace,France,FRA,Ariane 42P ,11-09-1996,Sep,1996,StatusRetired,200,Success,1990
1424,ILS,USA,USA,Atlas IIA ,08-09-1996,Sep,1996,StatusRetired,109,Success,1990
1425,VKS RF,Russia,RUS,Cosmos-3M (11K65M) ,05-09-1996,Sep,1996,StatusRetired,41.8,Success,1990
1426,VKS RF,Kazakhstan,KAZ,Zenit-2 ,04-09-1996,Sep,1996,StatusRetired,41.8,Success,1990
1427,RVSN USSR,Russia,RUS,Molniya-M /Block SO-L ,29-08-1996,Aug,1996,StatusRetired,5000,Success,1990
1428,Northrop,USA,USA,Pegasus XL ,21-08-1996,Aug,1996,StatusActive,40,Success,1990
1429,CASC,China,CHN,Long March 3 ,18-08-1996,Aug,1996,StatusRetired,30.8,Partial Failure,1990
1430,MHI,Japan,JPN,H-II (2 SSB) ,17-08-1996,Aug,1996,StatusRetired,90,Success,1990
1431,VKS RF,Russia,RUS,Molniya-M /Block ML ,14-08-1996,Aug,1996,StatusRetired,41.8,Success,1990
1432,Arianespace,France,FRA,Ariane 44L ,08-08-1996,Aug,1996,StatusRetired,200,Success,1990
1433,Lockheed,USA,USA,Atlas II ,25-07-1996,Jul,1996,StatusRetired,35,Success,1990
1434,Boeing,USA,USA,Delta II 7925 ,16-07-1996,Jul,1996,StatusRetired,164,Success,1990
1435,Arianespace,France,FRA,Ariane 44L ,09-07-1996,Jul,1996,StatusRetired,200,Success,1990
1436,CASC,China,CHN,Long March 3 ,03-07-1996,Jul,1996,StatusRetired,30.8,Success,1990
1437,Lockheed,USA,USA,Titan IV(405)A ,03-07-1996,Jul,1996,StatusRetired,35,Success,1990
1438,Northrop,USA,USA,Pegasus XL ,02-07-1996,Jul,1996,StatusActive,40,Success,1990
1439,NASA,USA,USA,Space Shuttle Columbia ,20-06-1996,Jun,1996,StatusRetired,450,Success,1990
1440,Arianespace,France,FRA,Ariane 44P ,15-06-1996,Jun,1996,StatusRetired,200,Success,1990
1441,ESA,France,FRA,Ariane 5 G ,04-06-1996,Jun,1996,StatusRetired,37,Failure,1990
1442,Boeing,USA,USA,Delta II 7925 ,24-05-1996,May,1996,StatusRetired,164,Success,1990
1443,NASA,USA,USA,Space Shuttle Endeavour ,19-05-1996,May,1996,StatusRetired,450,Success,1990
1444,Northrop,USA,USA,Pegasus ,17-05-1996,May,1996,StatusRetired,40,Success,1990
1445,Arianespace,France,FRA,Ariane 44L ,16-05-1996,May,1996,StatusRetired,200,Success,1990
1446,Lockheed,USA,USA,Titan IV(403)A ,12-05-1996,May,1996,StatusRetired,35,Success,1990
1447,Lockheed,USA,USA,Atlas I ,30-04-1996,Apr,1996,StatusRetired,35,Success,1990
1448,Lockheed,USA,USA,Titan IV(401)A ,24-04-1996,Apr,1996,StatusRetired,35,Success,1990
1449,VKS RF,Russia,RUS,Cosmos-3M (11K65M) ,24-04-1996,Apr,1996,StatusRetired,41.8,Success,1990
1450,Boeing,USA,USA,Delta II 7920-10 ,24-04-1996,Apr,1996,StatusRetired,164,Success,1990
1451,Arianespace,France,FRA,Ariane 42P ,20-04-1996,Apr,1996,StatusRetired,200,Success,1990
1452,ILS,USA,USA,Atlas IIA ,03-04-1996,Apr,1996,StatusRetired,109,Success,1990
1453,Boeing,USA,USA,Delta II 7925 ,28-03-1996,Mar,1996,StatusRetired,164,Success,1990
1454,NASA,USA,USA,Space Shuttle Atlantis ,22-03-1996,Mar,1996,StatusRetired,450,Success,1990
1455,ISRO,India,IND,PSLV-G ,21-03-1996,Mar,1996,StatusRetired,25,Success,1990
1456,Arianespace,France,FRA,Ariane 44LP ,14-03-1996,Mar,1996,StatusRetired,200,Success,1990
1457,Northrop,USA,USA,Pegasus XL ,09-03-1996,Mar,1996,StatusActive,40,Success,1990
1458,Boeing,USA,USA,Delta II 7925-10 ,24-02-1996,Feb,1996,StatusRetired,164,Success,1990
1459,NASA,USA,USA,Space Shuttle Columbia ,22-02-1996,Feb,1996,StatusRetired,450,Success,1990
1460,VKS RF,Russia,RUS,Tsyklon-3 ,19-02-1996,Feb,1996,StatusRetired,41.8,Success,1990
1461,Boeing,USA,USA,Delta II 7925-8 ,17-02-1996,Feb,1996,StatusRetired,164,Success,1990
1462,CASC,China,CHN,Long March 3B ,14-02-1996,Feb,1996,StatusActive,30.8,Failure,1990
1463,Arianespace,France,FRA,Ariane 44P ,05-02-1996,Feb,1996,StatusRetired,200,Success,1990
1464,ILS,USA,USA,Atlas IIAS ,01-02-1996,Feb,1996,StatusRetired,109,Success,1990
1465,VKS RF,Russia,RUS,Cosmos-3M (11K65M) ,16-01-1996,Jan,1996,StatusRetired,41.8,Success,1990
1466,Boeing,USA,USA,Delta II 7925 ,14-01-1996,Jan,1996,StatusRetired,164,Success,1990
1467,Arianespace,France,FRA,Ariane 44L ,12-01-1996,Jan,1996,StatusRetired,200,Success,1990
1468,NASA,USA,USA,Space Shuttle Endeavour ,11-01-1996,Jan,1996,StatusRetired,450,Success,1990
1469,Boeing,USA,USA,Delta II 7920-10 ,30-12-1995,Dec,1995,StatusRetired,164,Success,1990
1470,CASC,China,CHN,Long March 2E ,28-12-1995,Dec,1995,StatusRetired,30.8,Success,1990
1471,VKS RF,Kazakhstan,KAZ,Molniya-M /Block 2BL ,28-12-1995,Dec,1995,StatusRetired,41.8,Success,1990
1472,VKS RF,Kazakhstan,KAZ,Tsyklon-2 ,20-12-1995,Dec,1995,StatusRetired,41.8,Success,1990
1473,Lockheed,USA,USA,Atlas IIA ,15-12-1995,Dec,1995,StatusRetired,35,Success,1990
1474,Arianespace,France,FRA,Ariane 44L ,06-12-1995,Dec,1995,StatusRetired,200,Success,1990
1475,Lockheed,USA,USA,Titan IV(404)A ,05-12-1995,Dec,1995,StatusRetired,35,Success,1990
